,SHORTNAME,RA,DEC,DISCOVERYNAME,DISCOVERYREFNAME,SOURCE_ID,DISTARCSEC,MULTIPLEFLAGNAME,MULTIPLEFLAGREFNAME,SPTOPTNAME,SPTOPTREFNAME,SPTNIRNAME,SPTNIRREFNAME,SPTPHONAME,SPTPHOREFNAME,LIT_PARALLAX,LIT_PARALLAX_ERROR,LIT_PARALLAXREFNAME,TMASSJ,TMASSJERR,TMASSH,TMASSHERR,TMASSK,TMASSKERR,WISEW1,WISEW1ERR,WISEW2,WISEW2ERR,WISEW3,WISEW3ERR,GUNNG,GUNNGERR,GUNNR,GUNNRERR,GUNNI,GUNNIERR,GUNNZ,GUNNZERR,GUNNY,GUNNYERR,PHOT_G_MEAN_MAG,PHOT_G_MEAN_MAG_ERROR,PHOT_G_MEAN_FLUX,PHOT_G_MEAN_FLUX_ERROR,PHOT_BP_MEAN_MAG,PHOT_BP_MEAN_MAG_ERROR,PHOT_BP_MEAN_FLUX,PHOT_BP_MEAN_FLUX_ERROR,PHOT_RP_MEAN_MAG,PHOT_RP_MEAN_MAG_ERROR,PHOT_RP_MEAN_FLUX,PHOT_RP_MEAN_FLUX_ERROR,GAIAGEST,PARALLAX,PARALLAX_ERROR,PMRA,PMRA_ERROR,PMDEC,PMDEC_ERROR
388, J1256-6202 ,194.171072533,-62.034422523,    VVVJ12564163-6202039 ,2018MNRAS.474.1826S,5863122429178232704,0.61,       ...,                ...,     sdL7 ,2018MNRAS.474.1826S,      ... ,               ... ,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,16.1,0.01,15.89,0.02,15.72,0.03,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,20.75,0.013000000000000001,94.4,1.1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,22.195,14.94,1.68,-1129.81,3.25,21.29,2.56
389, J1256+1514 ,194.19093697099999,15.24543467,  2MASS 12564581+1514435 ,2008AJ....135..785W,3931187929717364608,0.01,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,16.133,0.076,15.392999999999999,0.105,14.92,0.102,14.675,0.031,14.39,0.05,12.527000000000001,-99999.0,22.311999999999998,0.62,20.437,0.96,20.323,0.021,18.846,0.013000000000000001,17.916,0.018000000000000002,20.854,0.01,85.9,0.8,21.217,0.281,45.1,11.7,19.222,0.057,164.4,8.6,20.565,13.12,1.28,10.77,2.24,-13.05,1.71
391, J1300+1912 ,195.173420471,19.204235586,  2MASSW J1300425+191235 ,2000AJ....120.1085G,3941342198772052352,0.65,       ...,                ...,       L1 ,2000AJ....120.1085G,L3 p(blue),2008ApJ...674..451B,      ... ,               ... ,70.4,2.5,2016ApJS..225...10F,12.717,0.022000000000000002,12.08,0.023,11.624,0.02,11.242,0.022000000000000002,10.985,0.021,10.375,0.084,21.549,0.165,19.535999999999998,0.02,17.148,0.005,15.537,0.012,14.561,0.008,17.480999999999998,0.002,1917.9,2.7,21.04,0.10400000000000001,53.1,5.1,15.833,0.008,3728.3,27.4,17.949,71.68,0.2,-810.52,0.33,-1248.53,0.23
392, J1300+4214 ,195.20849115,42.246554089,             HIP 63506 C ,2014ApJ...792..119D,1527731931750806016,0.15,       ...,                ...,      ... ,               ... ,       L1 ,2014ApJ...792..119D,      ... ,               ... ,23.54,2.372,2007A&A...474..653V,15.15,0.042,14.425999999999998,0.045,14.005999999999998,0.047,13.703,0.026000000000000002,13.427999999999999,0.028999999999999998,12.921,0.507,-99999.0,-99999.0,21.461,0.188,19.517,0.024,17.954,0.011000000000000001,-99999.0,-99999.0,19.935,0.004,200.2,0.8,21.254,0.19699999999999998,43.6,7.9,18.217,0.025,414.9,9.6,20.087,23.22,0.53,-391.03,0.6,23.94,0.97
393, J1301+5841 ,195.450664565,58.684574785,  2MASS 13014817+5841043 ,2010AJ....139.1808S,1578634642898321664,0.23,       ...,                ...,       L1 ,2010AJ....139.1808S,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,16.099,0.085,15.452,0.106,14.862,0.102,14.444,0.026000000000000002,14.185,0.034,12.349,-99999.0,22.336,-99999.0,20.447,-99999.0,20.343,0.017,18.744,0.025,17.811,0.017,20.828000000000003,0.013000000000000001,88.0,1.0,21.445999999999998,0.251,36.5,8.4,19.109,0.042,182.5,7.0,20.525,14.44,1.41,-24.21,3.54,7.41,2.03
395, J1302+5126 ,195.64576423900002,51.433025426,  2MASS 13023465+5126012 ,2008AJ....135..785W,1557544674141786624,0.13,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.543,0.07,15.024000000000001,0.08900000000000001,14.367,0.084,14.145,0.026000000000000002,13.918,0.035,12.719000000000001,-99999.0,24.14,0.48,21.795,0.17600000000000002,20.037,0.036000000000000004,18.480999999999998,0.009000000000000001,17.5,0.019,20.488000000000003,0.008,120.3,0.8,21.601,0.271,31.6,7.9,18.773,0.023,248.7,5.2,20.435,17.18,0.72,192.5,0.89,-145.61,1.23
396, J1304+0907 ,196.13770595,9.118677017000001,  2MASS 13043318+0907070 ,2010AJ....139.1808S,3734192764989221248,0.14,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,      L1: ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,15.287,0.06,14.569,0.071,13.95,0.071,13.642999999999999,0.066,13.315,0.065,12.235,0.337,-99999.0,-99999.0,21.904,0.133,19.636,0.017,18.19,0.006999999999999999,17.208,0.013000000000000001,20.173,0.005,160.8,0.7,21.349,0.23,39.9,8.4,18.484,0.025,324.5,7.4,20.025,18.15,0.77,-133.32,1.77,20.14,1.29
399, J1306+3820 ,196.571152417,38.34152155,  2MASS 13061727+3820296 ,2008AJ....136.1290R,1522768049067813504,0.05,       ...,                ...,       L0 ,2008AJ....136.1290R,     L0.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.63,0.031,13.797,0.04,13.219000000000001,0.035,12.919,0.024,12.602,0.024,11.847999999999999,0.21100000000000002,-99999.0,-99999.0,21.34,0.065,19.113,0.006999999999999999,17.634,0.009000000000000001,16.61,0.005,19.573,0.004,279.4,1.1,21.412,0.214,37.6,7.4,17.921,0.019,544.8,9.6,19.44,28.8,0.49,-154.47,0.77,-17.5,0.62
400, J1307+0246 ,196.891162273,2.766678018,ULAS J130733.83+024602.1 ,2016A&A...589A..49S,3692416064777472640,0.14,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,15.050999999999998,0.037000000000000005,14.272,0.035,13.786,0.057,13.477,0.024,13.193,0.03,12.42,0.43700000000000006,-99999.0,-99999.0,21.421999999999997,0.04,19.254,0.008,17.805,0.005,16.89,0.005,19.75,0.005,237.3,1.2,21.46,0.162,36.0,5.4,18.105999999999998,0.022000000000000002,459.8,9.2,19.775,22.89,0.78,112.63,1.76,-311.45,0.81
401, J1308+0818 ,197.128386862,8.314751866,  2MASS 13083106+0818522 ,2010AJ....139.1808S,3730898765591180672,0.1,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,     L1.5 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,15.127,0.049,14.353,0.06,13.845,0.069,13.505,0.025,13.28,0.03,12.304,0.409,-99999.0,-99999.0,21.522,0.057,19.542,0.015,18.145,0.009000000000000001,17.192999999999998,0.006999999999999999,20.067999999999998,0.006,177.1,1.0,21.299,0.18,41.8,6.9,18.392,0.022000000000000002,353.0,7.0,19.901,21.18,0.92,-249.15,1.99,70.02,0.9
402, J1310+0554 ,197.51172972900002,5.901156593,  2MASS 13100288+0554042 ,2008AJ....135..785W,3729155588690513408,0.1,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,16.079,0.096,15.395999999999999,0.10099999999999999,14.782,0.13,14.626,0.028999999999999998,14.4,0.049,12.532,-99999.0,22.548000000000002,0.47,20.583000000000002,0.22,20.081,0.017,18.617,0.01,17.769000000000002,0.01,20.688000000000002,0.011000000000000001,100.1,1.0,21.025,0.196,53.8,9.7,18.987000000000002,0.034,204.2,6.4,20.487,10.25,1.57,-76.37,2.99,-0.12,2.41
404, J1312+2909 ,198.09152964400002,29.159347475,  2MASS 13122172+2909354 ,2010AJ....139.1808S,1462623216840483328,0.13,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,    L0.5p ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,15.328,0.057,14.776,0.085,14.296,0.07200000000000001,14.001,0.027000000000000003,13.679,0.033,12.872,-99999.0,-99999.0,-99999.0,21.939,0.03,19.951,0.051,18.374000000000002,0.027000000000000003,-99999.0,-99999.0,20.302,0.006999999999999999,142.7,0.9,21.69,0.218,29.1,5.9,18.58,0.023,296.9,6.2,20.252,20.34,0.84,209.96,1.34,-128.34,1.18
405, J1312+4931 ,198.096027446,49.52358276100001, SDSSJ131223.11+493126.3 ,2010AJ....139.1808S,1556314080113737856,0.14,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,16.2,0.08,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,20.808000000000003,0.01,89.6,0.9,21.771,0.185,27.1,4.6,19.092,0.057999999999999996,185.3,10.0,20.935,11.93,1.29,-48.38,1.45,-104.68,3.28
406, J1315+1103 ,198.82432753900002,11.054217754000002,ULAS J131517.96+110316.2 ,2016A&A...589A..49S,3733327449338012928,0.12,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,15.559000000000001,0.079,14.734000000000002,0.054000000000000006,14.257,0.073,13.949000000000002,0.027000000000000003,13.696,0.033,12.45,0.451,-99999.0,-99999.0,21.796,0.037000000000000005,19.56,0.026000000000000002,18.1,0.012,17.209,0.006999999999999999,20.094,0.006,172.9,0.9,21.531,0.23399999999999999,33.7,7.3,18.437,0.021,338.9,6.5,20.152,14.95,0.79,-198.21,1.88,-141.53,1.12
407, J1315-2649 ,198.87526181099997,-26.832308591999997,  2MASS 13153094-2649513 ,2002ApJ...564L..89H,6186534394250282752,0.4,      UR; ,2011ApJ...735..116B,     L5.5 ,2008ApJ...689.1295K,L3.5:: + T,2011ApJ...735..116B,      ... ,               ... ,52.12,1.2,2016AJ....152...24W,15.195,0.051,14.058,0.035,13.462,0.043,12.735999999999999,0.023,12.318,0.023,11.747,0.177,-99999.0,-99999.0,-99999.0,-99999.0,20.288,0.085,18.331,0.02,17.246,0.015,20.365,0.01,134.7,1.3,21.833000000000002,0.225,25.6,5.3,18.57,0.024,299.8,6.6,20.115,53.87,1.13,-688.63,1.9,-288.12,1.39
408, J1315+2454 ,198.939637772,24.901972003,  2MASS 13154557+2454072 ,2010AJ....139.1808S,1447035882875220736,0.02,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,     L0.5 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,15.536,0.065,14.765,0.07200000000000001,14.36,0.068,14.005,0.026000000000000002,13.674000000000001,0.033,12.72,0.484,21.517,-99999.0,19.656,-99999.0,19.864,0.018000000000000002,18.348,0.013000000000000001,17.373,0.008,20.311,0.006,141.6,0.8,21.559,0.22399999999999998,32.9,6.8,18.643,0.024,280.1,6.3,20.003,17.67,0.65,-54.01,1.4,-15.13,1.03
410, J1323-1806 ,200.899385113,-18.110748799,      DENIS-P J1323-1806 ,1999AJ....118.2466M,3507934197073671424,0.04,       ...,                ...,       L0 ,1999AJ....118.2466M,       L0 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.902999999999999,0.036000000000000004,14.193,0.046,13.663,0.047,13.331,0.025,13.069,0.03,12.845,0.53,-99999.0,-99999.0,21.349,0.266,19.447,0.009000000000000001,17.965,0.009000000000000001,16.97,0.006999999999999999,19.917,0.006999999999999999,203.6,1.4,21.94,0.507,23.1,10.8,18.272000000000002,0.025,394.6,9.1,19.791,16.35,0.73,-109.2,1.35,-46.69,0.92
411, J1325+0517 ,201.296300778,5.2841017,  2MASS 13251108+0517041 ,2010AJ....139.1808S,3716508254328262528,0.14,       ...,                ...,       L1 ,2010AJ....139.1808S,      ... ,               ... ,       L1 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,15.085999999999999,0.045,14.523,0.047,13.91,0.055,13.584000000000001,0.026000000000000002,13.302999999999999,0.028999999999999998,12.183,-99999.0,20.826,-99999.0,21.85,0.032,19.612000000000002,0.02,18.086,0.016,17.160999999999998,0.008,20.067,0.006999999999999999,177.3,1.1,21.638,0.368,30.6,10.4,18.442,0.040999999999999995,337.2,12.6,19.91,26.35,0.97,19.37,1.73,-99.72,1.0
412, J1327+0759 ,201.812721979,7.99386703,  2MASS 13271524+0759375 ,2010AJ....139.1808S,3719698865272751616,2.81,       ...,                ...,       L1 ,2010AJ....139.1808S,     L0.5 ,2014ApJ...794..143B,     L2.5 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,14.599,0.039,13.785,0.042,13.235999999999999,0.037000000000000005,12.833,0.024,12.552,0.025,12.085999999999999,0.369,24.753,0.557,21.848000000000003,0.10099999999999999,19.164,0.01,17.682000000000002,0.005,16.692999999999998,0.006999999999999999,19.586,0.006999999999999999,275.9,1.7,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.646,28.68,0.54,-195.77,1.0,21.52,0.57
413, J1329+0357 ,202.40515345900002,3.958235217,  2MASS 13293723+0357297 ,2008AJ....135..785W,3713102066090092416,0.17,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,16.038,0.09699999999999999,15.148,0.09300000000000001,15.046,0.142,14.425,0.027999999999999997,14.084000000000001,0.040999999999999995,12.790999999999999,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,20.151,0.019,18.758,0.006999999999999999,17.799,0.01,20.743000000000002,0.015,95.1,1.4,21.06,0.9359999999999999,52.1,44.9,19.175,0.07,171.7,11.1,20.709,15.93,2.01,19.88,3.71,-1.95,3.01
415, J1332+7459 ,203.18142517299998,74.995842869,              G 255-34 B ,2013MNRAS.431.2745G,1712614056046941824,0.19,      VB; ,2013MNRAS.431.2745G,      ... ,               ... ,       L2 ,2013MNRAS.431.2745G,      ... ,               ... ,27.62,1.14,2007A&A...474..653V,15.103,0.040999999999999995,14.116,0.034,13.569,0.032,13.187999999999999,0.023,12.948,0.024,12.312999999999999,0.254,-99999.0,-99999.0,-99999.0,-99999.0,19.454,0.006,18.105999999999998,0.022000000000000002,17.137,0.011000000000000001,19.977,0.006,192.6,1.1,21.038,0.32799999999999996,53.2,16.0,18.343,0.02,369.6,6.9,19.997,27.49,0.49,-436.9,1.29,49.03,0.87
416, J1333+1509 ,203.302681853,15.165755504000002,  2MASS 13331284+1509569 ,2010AJ....139.1808S,3741883608307090560,0.08,       ...,                ...,       L0 ,2010AJ....139.1808S,       M8 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.839,0.07200000000000001,15.275,0.092,15.085999999999999,0.138,14.610999999999999,0.03,14.369000000000002,0.048,12.437000000000001,-99999.0,-99999.0,-99999.0,21.557,0.11699999999999999,19.732,0.013000000000000001,18.347,0.006,17.563,0.012,20.331,0.006999999999999999,138.9,0.9,21.288,0.27699999999999997,42.2,10.8,18.706,0.031,264.5,7.5,20.34,11.56,1.0,-168.06,1.84,-7.75,1.0
417, J1333-0215 ,203.437910201,-2.2671793890000003,  2MASS 13334540-0215599 ,2010AJ....139.1808S,3637567472687103616,0.2,       ...,                ...,       L3 ,2010AJ....139.1808S,       L2 ,2014ApJ...794..143B,     L1.5 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,15.378,0.043,14.368,0.042,13.852,0.051,13.54,0.025,13.265,0.03,12.567,0.445,-99999.0,-99999.0,-99999.0,-99999.0,19.629,0.018000000000000002,-99999.0,-99999.0,17.253,0.028999999999999998,20.155,0.008,163.4,1.2,21.486,0.205,35.2,6.7,18.438,0.067,338.6,20.9,20.225,26.92,1.13,-273.8,2.05,-116.36,1.23
418, J1334+1940 ,203.52552524599997,19.676881795,  2MASSW J1334062+194034 ,1999ApJ...519..802K,1248973019345750272,0.05,       ...,                ...,     L1.5 ,1999ApJ...519..802K,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.477,0.06,14.833,0.066,14.001,0.054000000000000006,13.684000000000001,0.025,13.395,0.03,12.155,0.34299999999999997,-99999.0,-99999.0,-99999.0,-99999.0,19.864,0.015,18.45,0.006999999999999999,17.459,0.011000000000000001,20.357,0.005,135.7,0.6,21.095,0.18,50.4,8.4,18.708,0.019,264.1,4.7,20.324,23.28,0.91,-77.39,1.91,100.88,0.91
419, J1334-8226 ,203.547482291,-82.43968022199999,  2MASS 13341216-8226232 ,2010ApJS..190..100K,5771194186096748800,0.04,       ...,                ...,       L0 ,2010ApJS..190..100K,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.565999999999999,0.045,13.751,0.044000000000000004,13.182,0.047,12.934000000000001,0.024,12.708,0.023,12.162,0.25,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.426,0.004,319.8,1.1,21.53,0.244,33.8,7.6,17.765,0.015,629.3,8.9,19.320999999999998,19.54,0.32,-90.21,0.58,7.26,0.55
422, J1338+4140 ,204.607981219,41.674623134,  2MASSW J1338261+414034 ,2000AJ....120..447K,1500998715270526592,0.18,       ...,                ...,     L2.5 ,2000AJ....120..447K,     L2.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.220999999999998,0.025,13.311,0.024,12.770999999999999,0.024,12.312000000000001,0.022000000000000002,12.033,0.021,11.710999999999999,0.191,-99999.0,-99999.0,-99999.0,-99999.0,18.623,0.01,-99999.0,-99999.0,-99999.0,-99999.0,19.084,0.003,438.2,1.1,21.125999999999998,0.128,49.0,5.8,17.43,0.011000000000000001,856.9,9.0,19.218,47.33,0.28,-156.5,0.31,-315.88,0.38
425, J1341+1138 ,205.29994510400002,11.641091532,ULAS J134112.02+113827.8 ,2016A&A...589A..49S,3726701375657846912,0.04,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,15.38,0.054000000000000006,14.743,0.052000000000000005,14.123,0.071,13.925,0.025,13.591,0.032,12.138,-99999.0,21.561999999999998,-99999.0,21.84,0.168,19.566,0.012,18.096,0.004,17.187,0.009000000000000001,20.084,0.006999999999999999,174.4,1.2,21.599,0.303,31.7,8.8,18.43,0.022000000000000002,340.9,6.9,19.996,15.69,0.81,-66.19,1.35,21.86,1.03
426, J1341+5510 ,205.452680208,55.179910262,  2MASS 13414890+5510458 ,2010AJ....139.1808S,1562271818226778624,0.06,       ...,                ...,       L1 ,2010AJ....139.1808S,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.209000000000001,0.045,14.392999999999999,0.040999999999999995,14.042,0.049,13.597999999999999,0.024,13.321,0.027999999999999997,12.629000000000001,-99999.0,24.147,0.503,21.835,0.11699999999999999,19.677,0.015,18.166,0.006999999999999999,17.133,0.011000000000000001,20.141,0.006,165.5,0.9,21.455,0.18600000000000003,36.2,6.2,18.424,0.019,342.8,6.0,20.21,25.86,0.52,-139.33,0.76,113.16,0.86
427, J1342-0027 ,205.617819791,-0.451449561,  2MASS 13422841-0027055 ,2008AJ....135..785W,3661915333050345728,0.05,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,15.594000000000001,0.06,14.877,0.051,14.297,0.085,14.017000000000001,0.027000000000000003,13.732999999999999,0.034,12.378,-99999.0,24.17,0.39,21.886999999999997,0.133,19.771,0.01,18.345,0.009000000000000001,17.41,0.008,20.332,0.01,138.8,1.3,21.265,0.315,43.1,12.5,18.682000000000002,0.052000000000000005,270.3,12.9,20.317,18.42,1.25,-119.48,2.24,21.01,1.45
428, J1346+0842 ,206.53009286900001,8.709226813999999,  2MASS 13460746+0842346 ,2010AJ....139.1808S,3725064104059179904,0.08,       ...,                ...,       L2 ,2010AJ....139.1808S,      ... ,               ... ,       L2 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,15.743,0.073,14.786,0.083,14.162,0.069,13.77,0.025,13.544,0.032,12.243,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.96,0.013000000000000001,18.551,0.013999999999999999,17.59,0.006999999999999999,20.505,0.013000000000000001,118.4,1.5,20.0,0.509,138.2,64.8,18.855,0.06,230.6,12.8,20.491999999999997,21.63,1.48,-241.35,2.43,-93.89,1.89
429, J1347+3336 ,206.9574789,33.600432204, ULASJ134749.79+333601.7 ,2017MNRAS.464.3040Z,1458522725665649536,0.04,       ...,                ...,     sdL0 ,2017MNRAS.464.3040Z,      ... ,               ... ,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,16.012,0.085,15.452,0.115,15.206,0.14,14.689,0.03,14.325999999999999,0.046,12.466,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.852999999999998,0.013999999999999999,18.35,0.005,17.525,0.008,20.383,0.006999999999999999,132.5,0.9,21.424,0.243,37.2,8.3,18.631,0.031,283.4,8.0,20.656999999999996,13.45,0.9,62.43,1.11,-13.61,1.14
430, J1347-7610 ,206.999565232,-76.167955104,  2MASS 13475911-7610054 ,2007A&A...466.1059K,5789842620561789568,2.36,       ...,                ...,       L0 ,2008MNRAS.383..831P,       L0 ,2007A&A...466.1059K,      ... ,               ... ,-99999.0,-99999.0,               ... ,13.792,0.033,13.045,0.03,12.55,0.032,11.755999999999998,0.024,11.453,0.024,10.870999999999999,0.09300000000000001,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,18.660999999999998,0.005,647.1,2.8,20.467,0.221,89.9,18.3,16.84,0.015,1475.5,20.4,18.359,31.93,0.45,195.86,1.01,39.17,0.72
432, J1349+5049 ,207.35524193700002,50.83191132,  2MASS 13492525+5049544 ,2008AJ....135..785W,1558960394146787840,0.17,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.720999999999998,0.037000000000000005,13.972999999999999,0.04,13.567,0.054000000000000006,13.177,0.024,12.913,0.026000000000000002,12.208,0.275,24.604,0.46,21.345,0.055,19.11,0.008,17.587,0.006999999999999999,16.622,0.006,19.834,0.011000000000000001,219.6,2.1,21.28,0.215,42.5,8.4,17.848,0.015,583.1,8.3,19.703,19.69,1.85,11.44,2.41,37.89,2.63
