SHORTNAME,RA,DEC,DISCOVERYNAME,DISCOVERYREFNAME,SOURCE_ID,DISTARCSEC,MULTIPLEFLAGNAME,MULTIPLEFLAGREFNAME,SPTOPTNAME,SPTOPTREFNAME,SPTNIRNAME,SPTNIRREFNAME,SPTPHONAME,SPTPHOREFNAME,LIT_PARALLAX,LIT_PARALLAX_ERROR,LIT_PARALLAXREFNAME,TMASSJ,TMASSJERR,TMASSH,TMASSHERR,TMASSK,TMASSKERR,WISEW1,WISEW1ERR,WISEW2,WISEW2ERR,WISEW3,WISEW3ERR,GUNNG,GUNNGERR,GUNNR,GUNNRERR,GUNNI,GUNNIERR,GUNNZ,GUNNZERR,GUNNY,GUNNYERR,PHOT_G_MEAN_MAG,PHOT_G_MEAN_MAG_ERROR,PHOT_G_MEAN_FLUX,PHOT_G_MEAN_FLUX_ERROR,PHOT_BP_MEAN_MAG,PHOT_BP_MEAN_MAG_ERROR,PHOT_BP_MEAN_FLUX,PHOT_BP_MEAN_FLUX_ERROR,PHOT_RP_MEAN_MAG,PHOT_RP_MEAN_MAG_ERROR,PHOT_RP_MEAN_FLUX,PHOT_RP_MEAN_FLUX_ERROR,GAIAGEST,PARALLAX,PARALLAX_ERROR,PMRA,PMRA_ERROR,PMDEC,PMDEC_ERROR
 J0641-4322 ,100.328009126,-43.372970623,  2MASS 06411840-4322329 ,2008AJ....136.1290R, 5557113083119380224,  0.28,       ...,                ...,     L1.5 ,2008AJ....136.1290R,    L2.5: ,2014ApJ...794..143B,      ... ,               ... ,    51.080,     0.510,2016AJ....152...24W,    13.751,     0.026,    12.941,     0.034,    12.451,     0.029,    12.097,     0.023,    11.801,     0.021,    11.172,     0.090,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,    18.558,     0.002,     711.5,     1.3,    21.142,     0.166,      48.3,     7.4,    16.911,     0.017,    1381.9,    21.6,    18.899,   51.28, 0.19,  211.78, 0.35,  632.03, 0.41
 J0652-2534 ,103.081222166,-25.580305486, DENIS-P J0652197-253450 ,2008MNRAS.383..831P, 2920995300823950720,  0.12,       ...,                ...,       L0 ,2008MNRAS.383..831P,       M9 ,2014ApJ...794..143B,      ... ,               ... ,    62.023,     0.070,2014A&A...565A..20S,    12.759,     0.023,    12.020,     0.022,    11.516,     0.021,    11.142,     0.023,    10.790,     0.021,    10.366,     0.059,-99999.000,-99999.000,    19.546,     0.024,    17.038,     0.004,    15.554,     0.004,    14.595,     0.004,    17.460,     0.002,    1955.3,     2.8,    20.518,     0.107,      85.8,     8.5,    15.833,     0.008,    3730.5,    28.8,    17.454,   62.44, 0.16, -235.50, 0.18,   88.16, 0.25
 J0652+4710 ,103.127247370, 47.176938327,             2MUCD 10601 ,2003AJ....126.2421C,  954697944875755136,  0.14,       ...,                ...,     L4.5 ,2003AJ....126.2421C,      ... ,               ... ,      ... ,               ... ,   114.900,     4.000,2016ApJS..225...10F,    13.511,     0.023,    12.384,     0.024,    11.694,     0.020,    10.879,     0.024,    10.508,     0.020,     9.844,     0.052,-99999.000,-99999.000,    20.681,     0.086,    18.618,     0.005,    16.828,     0.008,    15.755,     0.006,    18.822,     0.004,     557.7,     2.3,    20.823,     0.211,      64.8,    12.6,    17.061,     0.021,    1203.5,    22.9,    18.562,  109.69, 0.44, -118.82, 0.73,  131.88, 0.76
 J0659+1717 ,104.994067743, 17.285752146,WISEA J065958.55+171710.9,2014ApJ...783..122K, 3361210791323909504,  0.23,       ...,                ...,      ... ,               ... ,       L2 ,2014ApJ...783..122K,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.841,     0.042,    13.773,     0.037,    13.021,     0.030,    12.632,     0.024,    12.358,     0.026,    11.556,     0.255,-99999.000,-99999.000,    21.467,     0.026,    19.177,     0.016,    17.830,     0.005,    16.921,     0.010,    19.725,     0.007,     242.9,     1.5,    21.710,     0.244,      28.6,     6.4,    18.054,     0.029,     482.2,    12.7,    19.600,   42.08, 0.85,   67.10, 1.46, -457.51, 1.18
 J0700+3157 ,105.153453791, 31.954706529,  2MASS 07003664+3157266 ,2003PASP..115.1207T,  890663968222557440,  0.88,      UR; ,2006AJ....132..891R,     L3.5 ,2003PASP..115.1207T,      ... ,               ... ,      ... ,               ... ,    86.700,     1.200,2012ApJS..201...19D,    12.923,     0.023,    11.947,     0.016,    11.317,     0.023,    10.683,     0.023,    10.378,     0.020,     9.717,     0.051,-99999.000,-99999.000,    19.942,     0.040,-99999.000,-99999.000,-99999.000,-99999.000,    15.042,     0.005,    18.079,     0.004,    1106.2,     3.5,    20.839,     0.144,      63.8,     8.5,    16.266,     0.023,    2503.3,    53.6,    17.930,   88.28, 0.35,   92.14, 0.56, -552.28, 0.49
 J0712-6155 ,108.157406981,-61.930847886,  2MASS 07123786-6155528 ,2009AJ....137.3345C, 5286860241773161984,  0.17,       ...,                ...,   L1Vl-G ,2009AJ....137.3345C,      ... ,               ... ,      ... ,               ... ,    22.900,     9.100,2012ApJ...752...56F,    15.296,     0.063,    14.392,     0.043,    13.674,     0.049,    13.015,     0.023,    12.632,     0.022,    11.268,     0.092,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,    20.429,     0.009,     127.0,     1.1,    20.764,     0.238,      68.4,    15.0,    18.698,     0.058,     266.5,    14.4,    19.662,   24.39, 1.02,  -37.17, 1.69,  106.93, 1.94
 J0715-1145 ,108.969248194,-11.759642168, WISEA J071552.38-114532.,2014ApJ...783..122K, 3045251148530763392,  0.41,       ...,                ...,      ... ,               ... ,L4p(blue) ,2014ApJ...783..122K,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.301,     0.040,    13.487,     0.049,    12.805,     0.042,    12.303,     0.024,    12.070,     0.022,    11.756,     0.242,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,    17.427,     0.007,    16.352,     0.003,    19.380,     0.003,     333.8,     0.9,    21.161,     0.366,      47.5,    16.0,    17.647,     0.026,     701.4,    17.0,    19.496,   55.59, 0.34,  706.90, 0.57, -381.64, 0.51
 J0716-0630 ,109.199547688, -6.509635431, DENIS-P J0716478-063037 ,2008MNRAS.383..831P, 3058039362114874496,  0.05,       ...,                ...,      L1: ,2008MNRAS.383..831P,       L1 ,2014ApJ...794..143B,      ... ,               ... ,    40.918,     0.144,2014A&A...565A..20S,    13.899,     0.036,    13.068,     0.029,    12.565,     0.037,    12.176,     0.023,    11.988,     0.023,    11.526,     0.216,    21.465,     0.161,    20.619,     0.026,    18.226,     0.000,    16.740,     0.005,    15.791,     0.005,    18.647,     0.004,     655.6,     2.3,    21.246,     0.320,      43.9,    12.9,    17.016,     0.012,    1254.5,    14.1,    18.750,   41.10, 0.35,  -12.00, 0.52,  145.49, 0.44
 J0717+5705 ,109.317579692, 57.095500906,  2MASSW J0717163+570543 ,2003IAUS..211..197W,  989832319249728128,  0.04,       ...,                ...,       L3 ,2008AJ....136.1290R,     L6.5 ,2003IAUS..211..197W,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.636,     0.032,    13.593,     0.030,    12.945,     0.026,    12.306,     0.023,    11.964,     0.023,    11.342,     0.172,    23.266,-99999.000,    21.570,     0.074,    19.283,     0.006,    17.782,     0.012,    16.743,     0.009,    19.760,     0.007,     235.2,     1.6,    21.051,     0.181,      52.5,     8.7,    18.034,     0.021,     491.1,     9.7,    19.965,   33.66, 1.02,  -24.67, 1.28,   41.86, 1.15
 J0719-5051 ,109.884125121,-50.861640608,  2MASS 07193188-5051410 ,2008AJ....136.1290R, 5504230937511573504,  0.12,       ...,                ...,       L0 ,2008AJ....136.1290R,      L0: ,2013AJ....146..161M,      ... ,               ... ,    34.600,     2.200,2013AJ....146..161M,    14.094,     0.032,    13.282,     0.035,    12.773,     0.027,    12.466,     0.023,    12.231,     0.021,    11.698,     0.156,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,    18.814,     0.003,     561.8,     1.5,    21.150,     0.322,      47.9,    14.2,    17.175,     0.017,    1083.4,    17.4,    18.872,   36.46, 0.24,  191.36, 0.53,  -52.54, 0.42
 J0723+5727 ,110.811419271, 57.451197695,  2MASS 07231462+5727081 ,2008AJ....136.1290R,  989476558517917952,  0.10,       ...,                ...,       L1 ,2008AJ....136.1290R,       L0 ,2014ApJ...794..143B,      ... ,               ... ,-99999.000,-99999.000,               ... ,    13.970,     0.027,    13.156,     0.030,    12.613,     0.030,    12.279,     0.023,    12.052,     0.023,    11.709,     0.212,-99999.000,-99999.000,-99999.000,-99999.000,    18.323,     0.006,-99999.000,-99999.000,-99999.000,-99999.000,    18.769,     0.003,     585.9,     1.7,    20.979,     0.177,      56.1,     9.2,    17.157,     0.009,    1101.7,     8.6,    18.748,   39.77, 0.33,   59.31, 0.45, -229.59, 0.40
 J0735+4108 ,113.830869401, 41.146951151,  2MASS 07351967+4108510 ,2008AJ....135..785W,  924473912120275712,  0.09,       ...,                ...,       L0 ,2008AJ....135..785W,       M9 ,2014ApJ...794..143B,      ... ,               ... ,-99999.000,-99999.000,               ... ,    15.780,     0.073,    15.248,     0.090,    14.853,     0.101,    14.453,     0.030,    14.096,     0.043,    12.664,-99999.000,    24.280,     0.430,    22.810,     0.210,    19.665,     0.010,    18.171,     0.007,    17.306,     0.012,    20.173,     0.008,     160.7,     1.1,    22.005,     0.354,      21.8,     7.1,    18.533,     0.032,     310.2,     9.1,    20.484,   16.52, 1.00, -170.68, 1.46, -116.10, 1.02
 J0741+0531 ,115.490975704,  5.531524524,  2MASS 07415784+0531568 ,2010ApJS..190..100K, 3138513408427398016,  0.10,       ...,                ...,      ... ,               ... ,     L1.5 ,2010ApJS..190..100K,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.387,     0.032,    13.611,     0.032,    13.120,     0.034,    12.694,     0.022,    12.432,     0.024,    12.184,     0.446,-99999.000,-99999.000,    20.996,     0.053,    18.810,     0.010,    17.346,     0.003,    16.382,     0.008,    19.232,     0.005,     382.4,     1.6,    19.626,     0.232,     195.0,    41.7,    17.612,     0.014,     724.5,     9.7,    19.364,   38.13, 0.44,   -8.66, 0.74, -215.59, 0.55
 J0742+4126 ,115.613860658, 41.438201513, SDSSJ074227.46+412620.8 ,2010AJ....139.1808S,  923777719395757824,  0.22,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,   -99999.,           -99999. ,-99999.000,-99999.000,           -99999. ,    14.780,     0.030,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,    19.346,     0.004,     344.3,     1.3,    21.144,     0.144,      48.2,     6.4,    17.707,     0.019,     663.6,    11.7,    19.515,   19.47, 0.47, -109.76, 0.70, -211.66, 0.45
 J0742+1808 ,115.630581570, 18.137670133,  2MASS 07423127+1808168 ,2008AJ....135..785W,  671255353451404288,  0.05,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.881,     0.037,    14.108,     0.043,    13.643,     0.040,    13.328,     0.025,    13.066,     0.029,    12.042,-99999.000,    21.236,     0.280,    21.328,     0.028,    19.031,     0.008,    17.613,     0.009,    16.694,     0.008,    19.525,     0.006,     292.1,     1.6,    21.150,     0.261,      47.9,    11.5,    17.903,     0.019,     553.9,     9.7,    19.475,   23.47, 0.55,   57.51, 0.95,  -68.20, 0.83
 J0747+2658 ,116.964564548, 26.979881369,ULAS J074751.51+265847.9 ,2016A&A...589A..49S,  874942699995070848,  0.03,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.000,-99999.000,           -99999. ,    15.841,     0.072,    15.220,     0.100,    14.670,     0.087,    14.316,     0.028,    14.093,     0.048,    12.180,-99999.000,    21.742,-99999.000,    22.169,     0.178,    19.915,     0.019,    18.461,     0.012,    17.542,     0.006,    20.451,     0.009,     124.5,     1.1,    21.789,     0.240,      26.6,     5.9,    18.732,     0.034,     258.3,     8.0,    20.355,   15.38, 1.19,  -33.09, 3.02,  -55.80, 1.26
 J0747+3947 ,116.984911627, 39.792182957,  2MASS 07475631+3947329 ,2002AJ....123.3409H,  920399190747526784,  0.04,       ...,                ...,       L0 ,2002AJ....123.3409H,     M8.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.000,-99999.000,               ... ,    15.076,     0.041,    14.163,     0.039,    13.724,     0.045,    13.418,     0.026,    13.207,     0.029,    12.552,-99999.000,    21.899,-99999.000,    21.594,     0.049,    19.208,     0.007,    17.764,     0.006,    16.827,     0.007,    19.700,     0.005,     248.6,     1.1,    21.021,     0.339,      54.0,    16.8,    18.019,     0.028,     497.8,    12.9,    19.558,   20.32, 0.49,   36.13, 0.92,  -56.71, 0.63
 J0749+2503 ,117.341283235, 25.051864521,ULAS J074921.95+250306.9 ,2016A&A...589A..49S,  867782989514057728,  0.05,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.000,-99999.000,           -99999. ,    15.763,     0.076,    14.997,     0.079,    14.810,     0.109,    14.238,     0.028,    14.000,     0.049,    12.236,     0.393,-99999.000,-99999.000,-99999.000,-99999.000,    19.850,     0.051,    18.453,     0.020,    17.623,     0.017,    20.453,     0.009,     124.2,     1.0,    20.766,     0.263,      68.2,    16.5,    18.676,     0.045,     272.0,    11.3,    20.482,   12.99, 1.26,  -97.35, 1.97,  -36.75, 1.26
 J0750+4454 ,117.727487477, 44.903934011,  2MASS 07505479+4454205 ,2008AJ....135..785W,  926368649827338752,  0.18,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.000,-99999.000,               ... ,    15.132,     0.062,    14.456,     0.058,    14.247,     0.074,    13.792,     0.026,    13.439,     0.032,    11.895,-99999.000,    23.740,     0.420,    21.596,     0.108,    19.011,     0.003,    17.495,     0.009,    16.644,     0.008,    19.499,     0.004,     299.1,     1.2,    20.333,     0.362,     101.7,    33.9,    17.820,     0.026,     598.1,    14.6,    19.863,   19.57, 0.49, -120.58, 0.72, -376.86, 0.67
 J0751-2530 ,117.814119698,-25.511327773, DENIS-P J0751164-253043 ,2008MNRAS.383..831P, 5602408602804816768,  0.47,       ...,                ...,     L2.5 ,2008MNRAS.383..831P,       L1 ,2014ApJ...794..143B,      ... ,               ... ,    56.304,     0.085,2014A&A...565A..20S,    13.161,     0.024,    12.495,     0.023,    11.991,     0.024,    11.690,     0.023,    11.436,     0.021,    11.054,     0.125,-99999.000,-99999.000,    20.089,     0.077,-99999.000,-99999.000,    16.046,     0.012,    15.074,     0.010,    17.951,     0.001,    1244.2,     1.7,    21.203,     0.145,      45.7,     6.1,    16.325,     0.006,    2369.5,    12.6,    18.214,   56.57, 0.16, -878.99, 0.23,  145.96, 0.23
 J0753+2917 ,118.383452196, 29.286134950,  2MASS 07533217+2917119 ,2000AJ....120..447K,  875864782229178624,  0.07,       ...,                ...,       L2 ,2000AJ....120..447K,      ... ,               ... ,     L3.5 ,2016A&A...589A..49S,-99999.000,-99999.000,               ... ,    15.516,     0.048,    14.527,     0.040,    13.849,     0.043,    13.333,     0.025,    13.008,     0.029,    11.760,-99999.000,-99999.000,-99999.000,    22.079,     0.168,    19.953,     0.013,    18.509,     0.014,    17.523,     0.011,    20.407,     0.009,     129.5,     1.1,-99999.000,-99999.000,  -99999.0,-99999.0,-99999.000,-99999.000,  -99999.0,-99999.0,    20.257,   22.41, 1.01, -102.50, 2.01, -107.94, 1.09
 J0757+2935 ,119.411640743, 29.595368105,ULAS J075738.81+293543.5 ,2016A&A...589A..49S,  877200169168634880,  2.91,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.000,-99999.000,           -99999. ,    15.141,     0.039,    14.467,     0.043,    14.002,     0.050,    13.630,     0.025,    13.401,     0.031,    12.569,     0.533,    20.947,-99999.000,    19.201,-99999.000,    19.297,     0.005,    17.845,     0.011,    16.930,     0.009,    19.813,     0.006,     223.9,     1.3,    20.913,     0.130,      59.6,     7.1,    18.126,     0.085,     451.0,    35.4,    19.621,   17.03, 0.67,  -42.40, 1.18,  -22.10, 0.69
 J0759+2427 ,119.793465739, 24.452657381,  2MASS 07591043+2427136 ,2008AJ....135..785W,  681385467610420608,  0.11,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,     L0.5 ,2016A&A...589A..49S,-99999.000,-99999.000,               ... ,    15.736,     0.054,    14.980,     0.054,    14.479,     0.067,    14.229,     0.028,    14.005,     0.043,    12.310,-99999.000,    24.820,     0.650,    22.560,     0.210,    19.981,     0.030,    18.170,     0.030,-99999.000,-99999.000,    20.528,     0.009,     115.9,     1.0,    21.056,     0.213,      52.3,    10.2,    18.828,     0.034,     236.4,     7.4,    20.538,   14.85, 1.33,  -11.34, 1.99, -229.67, 1.08
 J0800+5511 ,120.114850960, 55.192500125,  2MASS 08002758+5511346 ,2010AJ....139.1808S, 1080925998616880768,  0.12,       ...,                ...,       L1 ,2010AJ....139.1808S,      ... ,               ... ,      ... ,               ... ,-99999.000,-99999.000,               ... ,    14.623,     0.029,    13.819,     0.024,    13.360,     0.033,    12.905,     0.024,    12.543,     0.024,    12.048,     0.340,-99999.000,-99999.000,    21.343,     0.079,    19.079,     0.004,    17.535,     0.005,    16.572,     0.010,    19.518,     0.005,     293.9,     1.3,    21.385,     0.354,      38.6,    12.6,    17.871,     0.019,     570.9,    10.1,    19.506,   27.63, 0.51,  -15.67, 0.86,  -97.83, 0.75
 J0800+4658 ,120.200573936, 46.973811860,  2MASS 08004815+4658256 ,2002AJ....123.3409H,  932505947640566784,  0.01,       ...,                ...,       L2 ,2002AJ....123.3409H,     L1.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.000,-99999.000,               ... ,    15.513,     0.070,    14.549,     0.058,    14.315,     0.078,    13.828,     0.025,    13.555,     0.032,    11.978,-99999.000,    20.520,-99999.000,    22.072,     0.154,    19.890,     0.015,    18.433,     0.019,    17.477,     0.026,    20.386,     0.011,     132.1,     1.4,    21.163,     0.310,      47.3,    13.5,    18.694,     0.032,     267.3,     7.9,    20.132,   22.01, 1.34,   -9.99, 2.07,    8.14, 1.35
 J0801+4806 ,120.498009580, 48.108067198,  2MASS 08015951+4806282 ,2008AJ....135..785W,  933136277040922880,  0.02,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.000,-99999.000,               ... ,    16.012,     0.094,    15.060,     0.101,    14.818,     0.106,    14.449,     0.029,    14.101,     0.041,    12.425,-99999.000,-99999.000,-99999.000,-99999.000,-99999.000,    20.323,     0.014,    18.708,     0.017,    17.660,     0.033,    20.739,     0.016,      95.5,     1.4,    21.581,     0.306,      32.2,     9.1,    18.930,     0.050,     215.1,     9.8,    20.621,   16.87, 1.92,    4.09, 3.37,   45.53, 2.71
